COM,age,socio_pro_category
081185008073,45,1
081185008073,45,1
081185008073,50,1
081185008073,50,1
081185008073,55,1
081185008073,55,1
081185008073,60,1
081185008073,60,1
081185008073,65,1
081185008073,65,1
081180076076,25,1
081180076076,30,1
081180076076,35,1
081180076076,40,1
081180076076,45,1
081180076076,50,1
081180076076,55,1
081180076076,60,1
081180076076,65,1
081185004078,25,1
081185004078,30,1
081185004078,35,1
081185004078,40,1
081185004078,45,1
081185004078,50,1
081185004078,55,1
081185004078,60,1
081185004078,65,1
081185002079,20,1
081185002079,25,1
081185002079,25,1
081185002079,30,1
081185002079,30,1
081185002079,35,1
081185002079,35,1
081185002079,35,1
081185002079,40,1
081185002079,40,1
081185002079,40,1
081185002079,45,1
081185002079,45,1
081185002079,45,1
081185002079,50,1
081185002079,50,1
081185002079,55,1
081185002079,55,1
081185002079,60,1
081185002079,60,1
081185002079,60,1
081185002079,65,1
081185002079,65,1
081185002079,70,1
081180080080,25,1
081180080080,30,1
081180080080,35,1
081180080080,40,1
081180080080,45,1
081180080080,50,1
081180080080,55,1
081180080080,60,1
081180080080,65,1
081180081081,25,1
081180081081,30,1
081180081081,35,1
081180081081,35,1
081180081081,40,1
081180081081,40,1
081180081081,45,1
081180081081,45,1
081180081081,50,1
081180081081,55,1
081180081081,60,1
081180081081,60,1
081180081081,65,1
081195001008,20,1
081195001008,25,1
081195001008,25,1
081195001008,30,1
081195001008,30,1
081195001008,35,1
081195001008,35,1
081195001008,40,1
081195001008,40,1
081195001008,45,1
081195001008,45,1
081195001008,50,1
081195001008,50,1
081195001008,55,1
081195001008,55,1
081195001008,60,1
081195001008,60,1
081195001008,60,1
081195001008,65,1
081195001008,65,1
081195001008,70,1
081190020020,20,1
081190020020,25,1
081190020020,25,1
081190020020,30,1
081190020020,30,1
081190020020,30,1
081190020020,35,1
081190020020,35,1
081190020020,35,1
081190020020,40,1
081190020020,40,1
081190020020,40,1
081190020020,45,1
081190020020,45,1
081190020020,45,1
081190020020,50,1
081190020020,50,1
081190020020,50,1
081190020020,55,1
081190020020,55,1
081190020020,55,1
081190020020,60,1
081190020020,60,1
081190020020,60,1
081190020020,65,1
081190020020,65,1
081190020020,65,1
081190020020,70,1
081190041041,25,1
081190041041,30,1
081190041041,35,1
081190041041,40,1
081190041041,45,1
081190041041,50,1
081190041041,55,1
081190041041,60,1
081190041041,65,1
081195006042,25,1
081195006042,30,1
081195006042,35,1
081195006042,40,1
081195006042,45,1
081195006042,50,1
081195006042,55,1
081195006042,60,1
081195006042,65,1
081190044044,25,1
081190044044,30,1
081190044044,35,1
081190044044,40,1
081190044044,45,1
081190044044,50,1
081190044044,55,1
081190044044,60,1
081190044044,65,1
081195002055,30,1
081195002055,35,1
081195002055,40,1
081195002055,45,1
081195002055,50,1
081195002055,55,1
081195002055,60,1
081195002055,65,1
081190061061,25,1
081190061061,30,1
081190061061,35,1
081190061061,40,1
081190061061,45,1
081190061061,50,1
081190061061,55,1
081190061061,60,1
081190061061,65,1
081195003067,20,1
081195003067,25,1
081195003067,25,1
081195003067,30,1
081195003067,30,1
081195003067,35,1
081195003067,35,1
081195003067,40,1
081195003067,40,1
081195003067,40,1
081195003067,45,1
081195003067,45,1
081195003067,50,1
081195003067,50,1
081195003067,55,1
081195003067,55,1
081195003067,60,1
081195003067,60,1
081195003067,60,1
081195003067,65,1
081195003067,65,1
081195003067,70,1
081195006068,30,1
081195006068,35,1
081195006068,40,1
081195006068,45,1
081195006068,50,1
081195006068,55,1
081195006068,60,1
081195006068,65,1
081195002076,30,1
081195002076,35,1
081195002076,40,1
081195002076,45,1
081195002076,50,1
081195002076,55,1
081195002076,60,1
081195002076,65,1
081190079079,20,1
081190079079,25,1
081190079079,25,1
081190079079,25,1
081190079079,30,1
081190079079,30,1
081190079079,30,1
081190079079,35,1
081190079079,35,1
081190079079,35,1
081190079079,40,1
081190079079,40,1
081190079079,40,1
081190079079,45,1
081190079079,45,1
081190079079,45,1
081190079079,50,1
081190079079,50,1
081190079079,50,1
081190079079,55,1
081190079079,55,1
081190079079,55,1
081190079079,60,1
081190079079,60,1
081190079079,60,1
081190079079,60,1
081190079079,65,1
081190079079,65,1
081190079079,65,1
081190079079,70,1
081195001083,60,1
081195005084,30,1
081195005084,35,1
081195005084,40,1
081195005084,45,1
081195005084,50,1
081195005084,55,1
081195005084,60,1
081195005084,65,1
081195006085,25,1
081195006085,30,1
081195006085,30,1
081195006085,35,1
081195006085,35,1
081195006085,40,1
081195006085,40,1
081195006085,45,1
081195006085,45,1
081195006085,50,1
081195006085,50,1
081195006085,55,1
081195006085,55,1
081195006085,60,1
081195006085,60,1
081195006085,65,1
081195006085,65,1
081195003086,60,1
081195001087,60,1
081190090090,25,1
081190090090,30,1
081190090090,35,1
081190090090,40,1
081190090090,45,1
081190090090,50,1
081190090090,55,1
081190090090,60,1
081190090090,65,1
081190091091,25,1
081190091091,30,1
081190091091,35,1
081190091091,35,1
081190091091,40,1
081190091091,40,1
081190091091,45,1
081190091091,45,1
081190091091,50,1
081190091091,50,1
081190091091,55,1
081190091091,55,1
081190091091,60,1
081190091091,60,1
081190091091,65,1
081190091091,65,1
081190093093,25,1
081190093093,30,1
081190093093,35,1
081190093093,40,1
081190093093,45,1
081190093093,50,1
081190093093,55,1
081190093093,60,1
081190093093,65,1
081210000000,20,1
081210000000,20,1
081210000000,25,1
081210000000,25,1
081210000000,25,1
081210000000,25,1
081210000000,25,1
081210000000,25,1
081210000000,30,1
081210000000,30,1
081210000000,30,1
081210000000,30,1
081210000000,30,1
081210000000,30,1
081210000000,30,1
081210000000,35,1
081210000000,35,1
081210000000,35,1
081210000000,35,1
081210000000,35,1
081210000000,35,1
081210000000,35,1
081210000000,35,1
081210000000,40,1
081210000000,40,1
081210000000,40,1
081210000000,40,1
081210000000,40,1
081210000000,40,1
081210000000,40,1
081210000000,40,1
081210000000,45,1
081210000000,45,1
081210000000,45,1
081210000000,45,1
081210000000,45,1
081210000000,45,1
081210000000,45,1
081210000000,45,1
081210000000,50,1
081210000000,50,1
081210000000,50,1
081210000000,50,1
081210000000,50,1
081210000000,50,1
081210000000,50,1
081210000000,55,1
081210000000,55,1
081210000000,55,1
081210000000,55,1
081210000000,55,1
081210000000,55,1
081210000000,55,1
081210000000,60,1
081210000000,60,1
081210000000,60,1
081210000000,60,1
081210000000,60,1
081210000000,60,1
081210000000,60,1
081210000000,60,1
081210000000,60,1
081210000000,65,1
081210000000,65,1
081210000000,65,1
081210000000,65,1
081210000000,65,1
081210000000,65,1
081210000000,65,1
081210000000,70,1
081210000000,70,1
081210000000,75,1
081255001005,25,1
081255001005,30,1
081255001005,35,1
081255001005,40,1
081255001005,45,1
081255001005,50,1
081255001005,55,1
081255001005,60,1
081255001005,65,1
081255002006,25,1
081255002006,30,1
081255002006,35,1
081255002006,40,1
081255002006,45,1
081255002006,50,1
081255002006,55,1
081255002006,60,1
081255002006,60,1
081255002006,65,1
081250007007,60,1
081255003013,25,1
081255003013,30,1
081255003013,35,1
081255003013,40,1
081255003013,45,1
081255003013,50,1
081255003013,55,1
081255003013,60,1
081255003013,65,1
081255004026,25,1
081255004026,30,1
081255004026,35,1
081255004026,40,1
081255004026,45,1
081255004026,50,1
081255004026,55,1
081255004026,60,1
081255004026,60,1
081255004026,65,1
081250039039,60,1
081255012046,30,1
081255012046,35,1
081255012046,40,1
081255012046,45,1
081255012046,50,1
081255012046,55,1
081255012046,60,1
081255012046,65,1
081255006056,25,1
081255006056,30,1
081255006056,35,1
081255006056,40,1
081255006056,45,1
081255006056,50,1
081255006056,55,1
081255006056,60,1
081255006056,65,1
081250058058,25,1
081250058058,30,1
081250058058,35,1
081250058058,40,1
081250058058,45,1
081250058058,50,1
081250058058,55,1
081250058058,60,1
081250058058,65,1
081255007063,35,1
081255007063,40,1
081255007063,45,1
081255007063,60,1
081255008065,25,1
081255008065,30,1
081255008065,35,1
081255008065,35,1
081255008065,40,1
081255008065,40,1
081255008065,45,1
081255008065,45,1
081255008065,50,1
081255008065,55,1
081255008065,60,1
081255008065,60,1
081255008065,65,1
081255009069,30,1
081255009069,35,1
081255009069,40,1
081255009069,45,1
081255009069,50,1
081255009069,55,1
081255009069,60,1
081255009069,65,1
081255006074,40,1
081255006074,60,1
081255013086,25,1
081255013086,30,1
081255013086,35,1
081255013086,40,1
081255013086,45,1
081255013086,50,1
081255013086,55,1
081255013086,60,1
081255013086,65,1
081255012098,35,1
081255012098,40,1
081255012098,45,1
081255012098,60,1
081255014102,25,1
081255014102,30,1
081255014102,35,1
081255014102,40,1
081255014102,45,1
081255014102,50,1
081255014102,55,1
081255014102,60,1
081255014102,65,1
081255011110,25,1
081255011110,30,1
081255011110,35,1
081255011110,40,1
081255011110,45,1
081255011110,50,1
081255011110,55,1
081255011110,60,1
081255011110,65,1
081260011011,25,1
081260011011,30,1
081260011011,35,1
081260011011,40,1
